OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
19895,2015,NonResidential,Small- and Mid-Sized Office,CENTENNIAL BUILDING,659000400,"{'latitude': '47.61266708', 'longitude': '-122.33875275', 'human_address': '{""address"": ""414 STEWART ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1925,1,2.0,44098,13660,30438,"Office, Parking",Office,37000.0,Parking,12500.0,,,,29.0,66.3,66.3,178.2,178.2,2454861.0,2454861.0,533834.0,551545.0,1881948.0,392.0,39157.0,0.0,56.4,1.1,No,,Compliant,,,56.0,,31.0,18081
19896,2015,NonResidential,"Restaurant
",ICON GRILL,659000430,"{'latitude': '47.61342712', 'longitude': '-122.33881943', 'human_address': '{""address"": ""1925 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1923,1,3.0,22381,0,22381,Restaurant,Restaurant,22381.0,,,,,,,168.3,168.1,299.4,295.0,3766069.0,3763134.0,0.0,385165.0,1314236.0,24519.0,2451887.0,0.0,139.38,5.98,No,,Compliant,,,56.0,,31.0,18081
19899,2015,Multifamily HR (10+),High-Rise Multifamily,METROPOLITAN TOWER,659000610,"{'latitude': '47.6144947', 'longitude': '-122.33671371', 'human_address': '{""address"": ""1942 WESTLAKE AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,2001,1,31.0,538339,139826,398513,,,,,,,,,29.0,67.7,76.1,153.6,162.6,22714240.0,25519454.0,0.0,3875590.0,13224062.0,94907.0,9490728.0,0.0,596.24,1.0,No,,Compliant,,,56.0,,31.0,18081
19900,2015,NonResidential,Other,3000/3018 Western,695000090,"{'latitude': '47.61720922', 'longitude': '-122.35464542', 'human_address': '{""address"": ""3018 WESTERN AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1926,1,4.0,49249,0,49249,"Laboratory, Office",Laboratory,40584.0,Office,7165.0,,,,,618.7,646.1,1109.1,1124.2,29540052.0,30851518.0,0.0,3076883.0,10498761.0,190417.0,19041728.0,0.0,1084.49,21.1,No,,Compliant,,,5.0,,9.0,19576
19902,2015,NonResidential,Retail Store,SEMKKANN LLC,695000125,"{'latitude': '47.61827588', 'longitude': '-122.35496029', 'human_address': '{""address"": ""3035 1ST AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1925,1,1.0,24825,1263,23562,"Non-Refrigerated Warehouse, Retail Store",Retail Store,13940.0,Non-Refrigerated Warehouse,10439.0,,,,,15.9,19.4,31.3,35.1,387279.0,473622.0,0.0,50098.0,170943.0,2163.0,216343.0,0.0,12.68,0.48,No,,Compliant,,,5.0,,9.0,18390
19903,2015,Multifamily MR (5-9),Mid-Rise Multifamily,VERSAILLES APARTMENTS,695000130,"{'latitude': '47.617935', 'longitude': '-122.354835', 'human_address': '{""address"": ""3023 1ST AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1991,1,6.0,41030,15901,25129,"Multifamily Housing, Parking",Multifamily Housing,25129.0,Parking,15901.0,,,,74.0,42.6,48.3,108.7,120.9,1070740.0,1213188.0,0.0,225333.0,768867.0,3019.0,301904.0,0.0,21.39,0.44,No,,Compliant,,,5.0,,9.0,19576
19904,2015,Multifamily MR (5-9),Mid-Rise Multifamily,PLYMOUTH PLACE,695000180,"{'latitude': '47.61840867', 'longitude': '-122.35540251', 'human_address': '{""address"": ""3101 1ST AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,2002,1,6.0,41359,0,41359,"Fast Food Restaurant, Multifamily Housing, Retail Store",Multifamily Housing,37224.0,Retail Store,1600.0,Fast Food Restaurant,1478.0,,,66.0,72.5,128.0,134.9,2659770.0,2923513.0,0.0,331858.0,1132348.0,15275.0,1527469.0,0.0,89.02,2.03,No,,Compliant,,,5.0,,9.0,18390
19905,2015,Multifamily LR (1-4),Low-Rise Multifamily,CENTERVIEW APTS,695000215,"{'latitude': '47.61829758', 'longitude': '-122.35437012', 'human_address': '{""address"": ""3016 1ST AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1910,1,4.0,21095,0,21095,Multifamily Housing,Multifamily Housing,21095.0,,,,,,61.0,42.2,48.6,91.2,108.3,891050.0,1025097.0,0.0,138718.0,473326.0,4177.0,417744.0,0.0,25.49,1.11,Yes,,Compliant,,,5.0,,9.0,18390
19906,2015,Multifamily MR (5-9),Mid-Rise Multifamily,TWENTY NINE HUNDRED ON FIRST,695000245,"{'latitude': '47.6172927', 'longitude': '-122.35225427', 'human_address': '{""address"": ""2900 1ST AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1989,1,5.0,188715,59623,129092,"Multifamily Housing, Parking, Restaurant, Swimming Pool",Multifamily Housing,113269.0,Parking,21000.0,Restaurant,3461.0,,82.0,30.4,32.8,95.2,102.8,3548309.0,3830771.0,0.0,1035910.0,3534672.0,138.0,13783.0,0.0,25.37,0.05,No,,Compliant,,,5.0,,9.0,19576
19907,2015,Multifamily LR (1-4),Low-Rise Multifamily,WINDEMERE APARTMENTS,695000285,"{'latitude': '47.61810703', 'longitude': '-122.3528097', 'human_address': '{""address"": ""2933 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1925,1,3.0,23989,5827,18162,Multifamily Housing,Multifamily Housing,23989.0,,,,,,59.0,29.0,33.0,91.2,103.5,696840.0,790692.0,0.0,204232.0,696869.0,0.0,0.0,0.0,4.86,0.08,No,,Compliant,,,5.0,,9.0,19576
19910,2015,NonResidential,Medical Office,KING CO PUBLIC HEALTH,696000025,"{'latitude': '47.61463547', 'longitude': '-122.34208679', 'human_address': '{""address"": ""2124 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1952,1,4.0,26670,0,26670,Medical Office,Medical Office,26670.0,,,,,,59.0,56.0,59.1,171.2,180.7,1494252.0,1574887.0,0.0,420388.0,1434423.0,599.0,59888.0,0.0,13.18,0.26,No,,Compliant,,,56.0,,7.0,19576
19911,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LEE COURT,696000035,"{'latitude': '47.61494827', 'longitude': '-122.34184265', 'human_address': '{""address"": ""2133 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1991,1,6.0,41834,10780,31054,"Multifamily Housing, Office, Parking",Multifamily Housing,29948.0,Parking,10780.0,Office,1106.0,,,34.7,37.4,109.1,117.5,1079004.0,1162038.0,0.0,316238.0,1079049.0,0.0,0.0,0.0,7.52,0.07,No,,Compliant,,,56.0,,7.0,19576
19913,2015,Multifamily LR (1-4),Low-Rise Multifamily,CHARLESGATE APTS,696000095,"{'latitude': '47.61548687', 'longitude': '-122.34357848', 'human_address': '{""address"": ""2230 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1922,1,3.0,34060,0,34060,Multifamily Housing,Multifamily Housing,34060.0,,,,,,31.0,80.5,100.7,108.6,129.8,2741909.0,3429917.0,0.0,114762.0,391585.0,23503.0,2350341.0,0.0,127.56,3.7,Yes,,Compliant,High Outlier,,56.0,,7.0,19576
19915,2015,Multifamily MR (5-9),Mid-Rise Multifamily,WINDHAM APTS,696000135,"{'latitude': '47.61517334', 'longitude': '-122.34223175', 'human_address': '{""address"": ""420 BLANCHARD ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1925,1,7.0,37300,0,37300,Multifamily Housing,Multifamily Housing,37300.0,,,,,,55.0,46.0,54.0,107.7,129.9,1716575.0,2015456.0,0.0,310367.0,1059018.0,6576.0,657602.0,0.0,42.31,1.01,Yes,,Compliant,,,56.0,,7.0,19576
19917,2015,Nonresidential COS,Other,FIRE STATION 02,696000160,"{'latitude': '47.61600472', 'longitude': '-122.34495699', 'human_address': '{""address"": ""2334 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1922,1,2.0,37740,0,37740,Fire Station,Fire Station,38939.0,,,,,,,82.6,94.3,184.0,196.3,3215953.0,3671239.0,0.0,531446.0,1813369.0,14027.0,1402659.0,0.0,87.14,2.1,No,,Compliant,,,56.0,,7.0,19576
19918,2015,Multifamily MR (5-9),Mid-Rise Multifamily,FOUNTAIN COURT,696000250,"{'latitude': '47.61627703', 'longitude': '-122.34521188', 'human_address': '{""address"": ""2400 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1998,1,6.0,328947,74638,254309,Multifamily Housing,Multifamily Housing,277950.0,,,,,,77.0,29.9,31.8,90.7,96.1,8320719.0,8828906.0,0.0,2309346.0,7879816.0,4412.0,441231.0,0.0,78.36,0.14,No,,Compliant,,,56.0,,7.0,19576
19919,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SIDNEY APARTMENTS,696000260,"{'latitude': '47.61736717', 'longitude': '-122.34642267', 'human_address': '{""address"": ""400 WALL ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,2000,1,6.0,160141,40377,119764,Multifamily Housing,Multifamily Housing,132400.0,,,,,,80.0,25.7,26.3,80.8,82.5,3404992.0,3476778.0,0.0,997946.0,3405134.0,0.0,0.0,0.0,23.74,0.06,No,,Compliant,,,56.0,,7.0,19576
19920,2015,Multifamily LR (1-4),Low-Rise Multifamily,DEVONSHIRE APTS,696000290,"{'latitude': '47.6173172', 'longitude': '-122.34586334', 'human_address': '{""address"": ""420 WALL ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1925,1,3.0,44736,4100,40636,"Multifamily Housing, Parking",Multifamily Housing,40636.0,Parking,4504.0,,,,86.0,56.1,66.0,85.5,95.9,2279063.0,2681324.0,0.0,151920.0,518373.0,17607.0,1760711.0,0.0,97.13,2.12,No,,Compliant,,,56.0,,7.0,19576
19921,2015,Multifamily LR (1-4),Low-Rise Multifamily,STONECLIFF APTS,696000300,"{'latitude': '47.61739621', 'longitude': '-122.34708352', 'human_address': '{""address"": ""2602 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1923,1,3.0,22400,0,22400,Multifamily Housing,Multifamily Housing,22400.0,,,,,,67.0,30.3,35.1,95.1,110.2,678608.0,785974.0,0.0,198889.0,678636.0,0.0,0.0,0.0,4.73,0.08,Yes,,Compliant,,,56.0,,7.0,19576
19922,2015,Multifamily HR (10+),High-Rise Multifamily,BAYVIEW TOWER,696000305,"{'latitude': '47.6177436', 'longitude': '-122.34715091', 'human_address': '{""address"": ""2614 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1979,1,13.0,70200,0,70200,Multifamily Housing,Multifamily Housing,70200.0,,,,,,5.0,44.9,49.5,141.1,155.5,3155391.0,3477097.0,0.0,924792.0,3155522.0,0.0,0.0,0.0,22.0,0.12,Yes,,Compliant,,,56.0,,7.0,19576
19923,2015,Multifamily MR (5-9),Mid-Rise Multifamily,EDWARDS ON FIFTH,696000325,"{'latitude': '47.61798084', 'longitude': '-122.34667428', 'human_address': '{""address"": ""2619 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1929,1,6.0,21840,0,21840,Multifamily Housing,Multifamily Housing,21840.0,,,,,,96.0,36.0,40.2,80.4,93.5,786979.0,878563.0,0.0,130214.0,444309.0,3427.0,342689.0,0.0,21.3,0.89,No,,Compliant,,,56.0,,7.0,19576
19924,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE DAVENPORT,696000335,"{'latitude': '47.61774055', 'longitude': '-122.34664237', 'human_address': '{""address"": ""420 VINE ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1925,1,3.0,33880,5887,27993,"Multifamily Housing, Parking",Multifamily Housing,27993.0,Parking,5887.0,,,,33.0,80.4,99.4,114.0,133.9,2250669.0,2781899.0,0.0,116022.0,395884.0,18548.0,1854801.0,0.0,101.27,2.94,Yes,,Compliant,High Outlier,,56.0,,7.0,19576
19925,2015,Multifamily HR (10+),High-Rise Multifamily,SKYE AT BELLTOWN,697000025,"{'latitude': '47.61773436', 'longitude': '-122.34567269', 'human_address': '{""address"": ""500 WALL ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1949,1,18.0,393841,67222,326619,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,302922.0,Retail Store,23697.0,Parking,0.0,,74.0,59.6,69.8,99.3,111.3,19452274.0,22810060.0,0.0,1684624.0,5748176.0,137043.0,13704338.0,0.0,767.91,1.89,No,,Compliant,,,56.0,,7.0,19576
19926,2015,NonResidential,Small- and Mid-Sized Office,7TH & BELL,697000400,"{'latitude': '47.61807922', 'longitude': '-122.34164679', 'human_address': '{""address"": ""2300 7TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1965,1,1.0,23752,0,23752,"Office, Parking, Retail Store",Office,14317.0,Retail Store,9435.0,Parking,0.0,,,43.1,41.2,96.1,90.2,1023618.0,978659.0,0.0,169489.0,578320.0,4453.0,445322.0,0.0,27.68,1.06,No,,Compliant,,,56.0,,7.0,19576
19927,2015,NonResidential,Hotel,BEST WESTERN LOYAL INN,697000435,"{'latitude': '47.61826279', 'longitude': '-122.34133479', 'human_address': '{""address"": ""2301 8TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1967,1,4.0,44416,0,44416,Hotel,Hotel,52668.0,,,,,,62.0,49.4,50.7,111.7,112.5,2601369.0,2671366.0,0.0,441622.0,1506877.0,10946.0,1094554.0,0.0,68.64,1.4,No,,Compliant,,,56.0,,7.0,19576
19928,2015,NonResidential,Mixed Use Property,OLYMPIC SCULTPTURE PARK (SAM),698000095,"{'latitude': '47.61577599', 'longitude': '-122.35421614', 'human_address': '{""address"": ""2901 WESTERN AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,2006,1,2.0,33792,22867,10925,"Other - Entertainment/Public Assembly, Parking, Social/Meeting Hall, Swimming Pool",Social/Meeting Hall,8969.0,Parking,8540.0,Other - Entertainment/Public Assembly,1600.0,,,207.0,214.9,602.4,610.7,2187513.0,2271686.0,0.0,570653.0,1947148.0,2404.0,240446.0,0.0,26.34,0.53,No,,Compliant,,,5.0,,9.0,19576
19930,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SENIOR SERVICES,698800000,"{'latitude': '47.61369705', 'longitude': '-122.34446716', 'human_address': '{""address"": ""2208 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,2002,1,8.0,34080,0,34080,"Multifamily Housing, Other",Multifamily Housing,23580.0,Other,18000.0,,,,,36.6,37.7,99.3,101.7,1522081.0,1567526.0,0.0,354965.0,1211192.0,3109.0,310939.0,0.0,24.96,0.58,No,,Compliant,,,5.0,,9.0,19576
19931,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BELLTOWN COURT CONDOMINIUM,699000000,"{'latitude': '47.61480049', 'longitude': '-122.3480441', 'human_address': '{""address"": ""2400 1ST AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1994,1,8.0,224732,0,224732,"Multifamily Housing, Swimming Pool",Multifamily Housing,184567.0,Swimming Pool,0.0,,,,22.0,55.5,58.5,148.2,152.7,10240707.0,10793972.0,0.0,2326783.0,7939313.0,23017.0,2301723.0,0.0,177.59,0.64,No,,Compliant,,,5.0,,9.0,19576
19932,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BELLTOWN LOFTS CONDOMINIUM,699800000,"{'latitude': '47.61290896', 'longitude': '-122.34792871', 'human_address': '{""address"": ""66 BELL ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1914,1,6.0,62607,0,62607,"Multifamily Housing, Office",Multifamily Housing,53228.0,Office,4879.0,,,,,29.8,32.7,93.7,102.8,1733511.0,1902871.0,0.0,508063.0,1733583.0,0.0,0.0,0.0,12.08,0.07,No,,Compliant,,,5.0,,9.0,19576
19934,2015,Multifamily LR (1-4),Low-Rise Multifamily,BELMONT LOFTS CONDOMINIUM,704600000,"{'latitude': '47.62059697', 'longitude': '-122.32421942', 'human_address': '{""address"": ""231 BELMONT AVE E"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98102""}'}",3,EAST,1989,1,4.0,31702,0,31702,"Multifamily Housing, Parking",Multifamily Housing,26418.0,Parking,14280.0,,,,,9.4,10.4,29.5,32.7,248607.0,274986.0,0.0,72863.0,248618.0,0.0,0.0,0.0,1.73,0.02,No,,Compliant,Low Outlier,,8.0,,5.0,18376
19936,2015,Multifamily LR (1-4),Low-Rise Multifamily,BELMONT PLACE CONDOMINIUM,705500000,"{'latitude': '47.62604373', 'longitude': '-122.32414073', 'human_address': '{""address"": ""721 BOYLSTON AVE E"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98102""}'}",3,EAST,1930,1,3.0,29765,0,29765,Multifamily Housing,Multifamily Housing,24742.0,,,,,,52.0,54.1,70.2,81.2,99.3,1337968.0,1737964.0,0.0,84782.0,289287.0,10487.0,1048693.0,0.0,57.71,1.9,No,,Compliant,,,44.0,,4.0,18376
19946,2015,Multifamily LR (1-4),Low-Rise Multifamily,"BERING, THE CONDOMINIUM",766850000,"{'latitude': '47.62087313', 'longitude': '-122.31495528', 'human_address': '{""address"": ""233 14TH AVE E"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98112""}'}",3,EAST,1928,1,4.0,27182,0,27182,"Multifamily Housing, Parking",Multifamily Housing,27182.0,Parking,3200.0,,,,52.0,66.2,83.0,91.9,109.6,1798694.0,2257296.0,0.0,85494.0,291716.0,15070.0,1506990.0,0.0,82.07,2.97,No,,Compliant,,,8.0,,4.0,18789
19947,2015,Multifamily LR (1-4),Low-Rise Multifamily,CARKEEK PARK PLACE APARTMENTS,767000110,"{'latitude': '47.70176512', 'longitude': '-122.36241432', 'human_address': '{""address"": ""431 NW 100TH PL"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98177""}'}",6,NORTHWEST,1999,1,4.0,126436,35001,91435,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,71360.0,Parking,35001.0,Retail Store,20075.0,,94.0,26.5,27.2,82.7,84.8,2420503.0,2485152.0,0.0,703626.0,2400871.0,197.0,19732.0,0.0,17.78,0.06,Yes,,Compliant,,,23.0,,32.0,18229
19949,2015,Multifamily LR (1-4),Low-Rise Multifamily,BERTONA HOUSE CONDOMINIUM,777900000,"{'latitude': '47.65043754', 'longitude': '-122.38839531', 'human_address': '{""address"": ""3400 25TH AVE W"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98199""}'}",7,MAGNOLIA / QUEEN ANNE,1969,1,4.0,22374,0,22374,Multifamily Housing,Multifamily Housing,22374.0,,,,,,87.0,22.7,24.8,71.3,77.8,508057.0,554424.0,0.0,148903.0,508078.0,0.0,0.0,0.0,3.54,0.06,Yes,,Compliant,,,33.0,,27.0,18235
19956,2015,Multifamily LR (1-4),Low-Rise Multifamily,QUEEN ANNE MANOR,809002696,"{'latitude': '47.63752195', 'longitude': '-122.35470586', 'human_address': '{""address"": ""100 CROCKETT ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,MAGNOLIA / QUEEN ANNE,1910,1,4.0,61802,0,61802,Multifamily Housing,Multifamily Housing,61802.0,,,,,,62.0,62.1,70.1,162.7,185.6,3837228.0,4329819.0,0.0,844870.0,2882817.0,9545.0,954530.0,0.0,70.79,0.94,No,,Compliant,,,50.0,,39.0,18390
19967,2015,SPS-District K-12,K-12 School,QUEEN ANNE GYM (SPS-DISTRICT),811000005,"{'latitude': '47.63189062', 'longitude': '-122.35355257', 'human_address': '{""address"": ""1431 2ND AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,MAGNOLIA / QUEEN ANNE,2001,1,1.0,35805,0,35805,K-12 School,K-12 School,35805.0,,,,,,100.0,8.9,9.5,24.6,25.3,317581.0,340499.0,0.0,76836.0,262176.0,554.0,55417.0,0.0,4.77,0.1,Yes,,Compliant,,,50.0,,39.0,18390
19969,2015,Multifamily LR (1-4),Low-Rise Multifamily,VILLA FLORA,820000038,"{'latitude': '47.71826553', 'longitude': '-122.31305695', 'human_address': '{""address"": ""12317 15TH AVE NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98125""}'}",5,NORTH,2002,1,4.0,56473,13912,42561,"Multifamily Housing, Retail Store",Multifamily Housing,26407.0,Retail Store,8802.0,,,,65.0,37.2,37.2,116.7,116.7,1308324.0,1308324.0,0.0,383448.0,1308378.0,0.0,0.0,0.0,9.12,0.06,No,,Compliant,,,46.0,,26.0,19579
19976,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CAL-MORE CIRCLE APTS,826000040,"{'latitude': '47.54537654', 'longitude': '-122.38652503', 'human_address': '{""address"": ""6420 CALIFORNIA AVE SW"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98136""}'}",1,SOUTHWEST,1968,1,8.0,51490,0,51490,Multifamily Housing,Multifamily Housing,51490.0,,,,,,94.0,27.2,30.1,64.2,72.0,1398253.0,1551833.0,0.0,257943.0,880138.0,5182.0,518152.0,0.0,33.65,0.58,Yes,,Compliant,,,37.0,,51.0,17916
19986,2015,Multifamily LR (1-4),Low-Rise Multifamily,BISCAYNE CONDOMINIUM,829500000,"{'latitude': '47.64847425', 'longitude': '-122.33671423', 'human_address': '{""address"": ""3401 WALLINGFORD AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98103""}'}",4,LAKE UNION,1987,1,4.0,45348,0,45348,"Multifamily Housing, Parking",Multifamily Housing,45348.0,Parking,4717.0,,,,78.0,30.2,32.8,95.0,102.9,1371445.0,1486001.0,0.0,401948.0,1371502.0,0.0,0.0,0.0,9.56,0.08,No,,Compliant,,,61.0,,3.0,18377
19988,2015,Multifamily LR (1-4),Low-Rise Multifamily,GREENWOOD NORTH APTS,832000005,"{'latitude': '47.72596842', 'longitude': '-122.35530338', 'human_address': '{""address"": ""13322 GREENWOOD AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98133""}'}",5,NORTHWEST,1966,1,4.0,31317,0,31317,Multifamily Housing,Multifamily Housing,31317.0,,,,,,73.0,27.2,28.7,85.4,90.0,851563.0,897786.0,0.0,249579.0,851598.0,0.0,0.0,0.0,5.94,0.07,Yes,,Compliant,,116.0,6.0,1.0,32.0,19582
19990,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BITTER LAKE VILLAGE CONDOMINIUM,832200000,"{'latitude': '47.72520084', 'longitude': '-122.34948507', 'human_address': '{""address"": ""13201 LINDEN AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98133""}'}",5,NORTHWEST,1969,1,5.0,99372,0,99372,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,99372.0,Parking,9000.0,Swimming Pool,0.0,,79.0,27.5,28.8,86.4,90.4,2735128.0,2861436.0,0.0,801620.0,2735241.0,0.0,0.0,0.0,19.07,0.07,Yes,,Compliant,,123.0,6.0,1.0,32.0,19582
19991,2015,Multifamily LR (1-4),Low-Rise Multifamily,BITTER LAKE WEST CONDOMINIUM,832500000,"{'latitude': '47.72657483', 'longitude': '-122.35419452', 'human_address': '{""address"": ""316 N 134TH ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98133""}'}",5,NORTHWEST,1964,1,4.0,26744,0,26744,Multifamily Housing,Multifamily Housing,26744.0,,,,,,93.0,22.7,24.1,71.3,75.6,606886.0,643804.0,0.0,177868.0,606911.0,0.0,0.0,0.0,4.23,0.06,No,,Compliant,,116.0,6.0,1.0,32.0,19582
19992,2015,Multifamily LR (1-4),Low-Rise Multifamily,BITTERLAKE VISTA CONDOMINIUM,833000000,"{'latitude': '47.72301622', 'longitude': '-122.34984496', 'human_address': '{""address"": ""707 N 130TH ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98133""}'}",5,NORTHWEST,1987,1,4.0,30060,0,30060,Multifamily Housing,Multifamily Housing,30070.0,,,,,,89.0,23.3,24.4,73.0,76.7,699217.0,734723.0,0.0,204929.0,699246.0,0.0,0.0,0.0,4.87,0.06,Yes,,Compliant,,123.0,6.0,1.0,32.0,19582
